Name,Location,Type,Religious Affiliation,Rating,Features
Attraction 1770,Bsharri,Historical,Islam,6.5,"Markets, Beaches, Local Cuisine, Hiking"
Attraction 1771,Byblos,Nature,Christianity,6.4,"Roman Architecture, Hiking, Snow Activities, Ancient Ruins"
Attraction 1772,Tripoli,Culinary,Islam,7.5,"Snow Activities, Roman Architecture, Hiking, Ancient Ruins"
Attraction 1773,Beirut,Nature,Christianity,5.8,"Snow Activities, Relaxing, Cooking Classes, Street Food"
Attraction 1774,Baalbek,Nature,None,6.7,"Roman Architecture, Street Food, Historical Production"
Attraction 1775,Byblos,Nature,Christianity,6.6,"Historical Production, Cultural Experience, Panoramic Views, Vegan Options"
Attraction 1776,Beirut,Culinary,Christianity,7.9,"Historical Production, Hiking"
Attraction 1777,Bsharri,Historical,Islam,5.3,"Relaxing, Ancient Ruins, Street Food"
Attraction 1778,Tripoli,Historical,Christianity,9.1,"Snow Activities, Cooking Classes, Religious Sites, Beaches"
Attraction 1779,Beirut,Historical,Islam,7.8,"Markets, Roman Architecture, Scenic Views"
Attraction 1780,Sidon,Nature,None,8.4,"Workshops, Beaches, Traditional Dishes, Vegan Options"
Attraction 1781,Tripoli,Culinary,Islam,8.5,"Street Food, Hiking, Roman Architecture"
Attraction 1782,Baalbek,Nature,Islam,6.5,"Markets, Roman Architecture, Relaxing, Beaches"
Attraction 1783,Bsharri,Historical,Christianity,7.4,"Roman Architecture, Local Cuisine, Hiking"
Attraction 1784,North Leban,Historical,None,9.8,"Cooking Classes, Markets, Scenic Views, Ancient Ruins"
Attraction 1785,North Leban,Culinary,Islam,8.8,"Street Food, Cultural Experience"
Attraction 1786,North Leban,Nature,Christianity,9.8,"Scenic Views, Relaxing, Ancient Ruins, Street Food"
Attraction 1787,Byblos,Historical,Christianity,8.7,"Snow Activities, Religious Sites, Vegan Options, Workshops"
Attraction 1788,Baalbek,Culinary,Islam,5.9,"Hiking, Cultural Experience"
Attraction 1789,Bsharri,Nature,Christianity,5.3,"Beaches, Workshops, Ancient Ruins, Markets"
Attraction 1790,Tripoli,Nature,Islam,7.9,"Street Food, Local Cuisine, Religious Sites, Snow Activities"
Attraction 1791,Byblos,Historical,Islam,6.8,"Workshops, Historical Production, Traditional Dishes"
Attraction 1792,Baalbek,Historical,Islam,6.4,"Roman Architecture, Relaxing, Snow Activities, Vegan Options"
Attraction 1793,Sidon,Nature,None,9.0,"Local Cuisine, Panoramic Views, Ancient Ruins, Workshops"
Attraction 1794,Bsharri,Nature,Islam,6.8,"Street Food, Cooking Classes"
Attraction 1795,North Leban,Historical,Christianity,6.6,"Ancient Ruins, Markets, Relaxing"
Attraction 1796,Beirut,Nature,None,9.2,"Ancient Ruins, Workshops, Markets, Local Cuisine"
Attraction 1797,Bsharri,Historical,Christianity,9.2,"Traditional Dishes, Ancient Ruins, Religious Sites"
Attraction 1798,Mount Leban,Nature,None,6.8,"Markets, Cultural Experience"
Attraction 1799,Baalbek,Historical,None,9.2,"Traditional Dishes, Hiking, Local Cuisine"
Attraction 1800,Tyre,Culinary,None,9.3,"Street Food, Relaxing"
Attraction 1801,Sidon,Historical,None,7.1,"Traditional Dishes, Cooking Classes, Markets, Religious Sites"
Attraction 1802,Bsharri,Historical,Christianity,5.3,"Religious Sites, Ancient Ruins, Scenic Views, Panoramic Views"
Attraction 1803,Tyre,Culinary,Islam,5.0,"Scenic Views, Cultural Experience, Ancient Ruins, Religious Sites"
Attraction 1804,Mount Leban,Nature,Christianity,7.6,"Scenic Views, Hiking"
Attraction 1805,Tripoli,Culinary,Islam,6.7,"Historical Production, Local Cuisine, Markets"
Attraction 1806,Beirut,Historical,Christianity,10.0,"Traditional Dishes, Religious Sites, Vegan Options, Relaxing"
Attraction 1807,Tyre,Nature,None,8.9,"Beaches, Roman Architecture"
Attraction 1808,Baalbek,Culinary,None,8.8,"Markets, Local Cuisine"
Attraction 1809,North Leban,Nature,Islam,9.8,"Cooking Classes, Beaches, Local Cuisine"
Attraction 1810,Mount Leban,Nature,Islam,9.4,"Local Cuisine, Cooking Classes, Religious Sites, Workshops"
Attraction 1811,Beirut,Culinary,Christianity,6.6,"Ancient Ruins, Local Cuisine, Street Food"
Attraction 1812,Sidon,Nature,Islam,5.8,"Relaxing, Hiking, Scenic Views"
Attraction 1813,North Leban,Culinary,Christianity,8.7,"Cultural Experience, Traditional Dishes, Local Cuisine"
Attraction 1814,Bsharri,Historical,Islam,6.9,"Local Cuisine, Relaxing, Cultural Experience"
Attraction 1815,Tyre,Nature,Islam,7.4,"Roman Architecture, Relaxing, Street Food, Historical Production"
Attraction 1816,Beirut,Historical,Islam,8.2,"Cooking Classes, Beaches, Religious Sites, Local Cuisine"
Attraction 1817,Byblos,Historical,None,9.5,"Roman Architecture, Beaches, Relaxing, Workshops"
Attraction 1818,Tripoli,Nature,None,7.1,"Hiking, Cooking Classes, Snow Activities, Street Food"
Attraction 1819,Tripoli,Culinary,Christianity,8.9,"Traditional Dishes, Snow Activities, Vegan Options"
Attraction 1820,Mount Leban,Nature,Islam,6.3,"Ancient Ruins, Cooking Classes, Religious Sites"
Attraction 1821,Sidon,Historical,Christianity,8.5,"Workshops, Cultural Experience"
Attraction 1822,Mount Leban,Historical,Islam,5.0,"Hiking, Cooking Classes, Street Food, Panoramic Views"
Attraction 1823,Byblos,Culinary,None,9.4,"Street Food, Cultural Experience, Religious Sites"
Attraction 1824,Baalbek,Nature,None,5.2,"Vegan Options, Street Food"
Attraction 1825,Sidon,Historical,Islam,8.6,"Historical Production, Ancient Ruins"
Attraction 1826,Baalbek,Historical,Islam,5.2,"Street Food, Roman Architecture, Historical Production"
Attraction 1827,Sidon,Historical,None,6.3,"Roman Architecture, Religious Sites, Local Cuisine, Relaxing"
Attraction 1828,Sidon,Culinary,None,7.5,"Snow Activities, Cultural Experience"
Attraction 1829,Byblos,Historical,Christianity,7.1,"Workshops, Scenic Views, Panoramic Views, Hiking"
Attraction 1830,Bsharri,Historical,None,6.0,"Street Food, Relaxing, Vegan Options"
Attraction 1831,Byblos,Nature,Islam,6.7,"Markets, Cultural Experience"
Attraction 1832,Sidon,Nature,Christianity,8.6,"Snow Activities, Street Food"
Attraction 1833,Beirut,Historical,Islam,8.3,"Historical Production, Ancient Ruins, Street Food"
Attraction 1834,Baalbek,Historical,Christianity,5.4,"Vegan Options, Scenic Views"
Attraction 1835,Byblos,Nature,Islam,8.7,"Relaxing, Local Cuisine, Scenic Views"
Attraction 1836,Bsharri,Culinary,None,5.3,"Scenic Views, Local Cuisine, Historical Production"
Attraction 1837,Tyre,Culinary,Islam,7.7,"Historical Production, Traditional Dishes"
Attraction 1838,Mount Leban,Culinary,Christianity,6.3,"Traditional Dishes, Snow Activities, Beaches"
Attraction 1839,Sidon,Culinary,Islam,7.9,"Roman Architecture, Vegan Options, Traditional Dishes, Local Cuisine"
Attraction 1840,Tyre,Culinary,Christianity,6.3,"Religious Sites, Roman Architecture, Traditional Dishes, Cooking Classes"
Attraction 1841,Tripoli,Culinary,Islam,9.9,"Cultural Experience, Scenic Views"
Attraction 1842,North Leban,Culinary,None,6.5,"Snow Activities, Local Cuisine, Hiking, Beaches"
Attraction 1843,Bsharri,Culinary,None,6.2,"Local Cuisine, Markets"
Attraction 1844,North Leban,Nature,Islam,6.4,"Scenic Views, Hiking"
Attraction 1845,Bsharri,Culinary,Islam,9.5,"Workshops, Roman Architecture, Markets, Religious Sites"
Attraction 1846,Beirut,Culinary,Islam,8.2,"Hiking, Ancient Ruins, Vegan Options, Relaxing"
Attraction 1847,Mount Leban,Culinary,Christianity,8.7,"Religious Sites, Panoramic Views, Workshops, Scenic Views"
Attraction 1848,Tyre,Historical,Islam,9.6,"Ancient Ruins, Vegan Options, Roman Architecture"
Attraction 1849,Baalbek,Nature,Islam,9.6,"Religious Sites, Vegan Options"
Attraction 1850,Bsharri,Nature,Christianity,8.7,"Traditional Dishes, Local Cuisine"
Attraction 1851,Baalbek,Nature,None,6.0,"Hiking, Markets"
Attraction 1852,Mount Leban,Culinary,Islam,9.2,"Street Food, Roman Architecture, Vegan Options"
Attraction 1853,Sidon,Culinary,Islam,6.0,"Cultural Experience, Ancient Ruins"
Attraction 1854,Tripoli,Historical,None,8.7,"Ancient Ruins, Vegan Options, Cooking Classes, Scenic Views"
Attraction 1855,Tyre,Nature,None,8.4,"Workshops, Local Cuisine, Vegan Options"
Attraction 1856,Mount Leban,Culinary,Christianity,8.8,"Religious Sites, Traditional Dishes"
Attraction 1857,Mount Leban,Nature,Islam,7.7,"Ancient Ruins, Vegan Options, Cultural Experience"
Attraction 1858,Beirut,Historical,Islam,8.2,"Markets, Cultural Experience, Ancient Ruins, Religious Sites"
Attraction 1859,North Leban,Historical,Christianity,9.8,"Historical Production, Snow Activities"
Attraction 1860,Tripoli,Historical,None,5.5,"Vegan Options, Cooking Classes, Cultural Experience, Hiking"
Attraction 1861,Tyre,Nature,Christianity,6.5,"Traditional Dishes, Roman Architecture"
Attraction 1862,Sidon,Culinary,None,8.1,"Scenic Views, Hiking, Markets"
Attraction 1863,Sidon,Culinary,Christianity,9.8,"Religious Sites, Traditional Dishes"
Attraction 1864,Byblos,Historical,None,5.5,"Historical Production, Markets"
Attraction 1865,Mount Leban,Culinary,Christianity,5.1,"Scenic Views, Historical Production, Religious Sites, Workshops"
Attraction 1866,Bsharri,Historical,None,5.3,"Historical Production, Vegan Options, Panoramic Views"
Attraction 1867,Beirut,Nature,None,5.3,"Local Cuisine, Panoramic Views"
Attraction 1868,Tripoli,Historical,None,9.5,"Scenic Views, Street Food, Cooking Classes, Hiking"
Attraction 1869,Sidon,Nature,None,8.6,"Cooking Classes, Beaches, Hiking"
Attraction 1870,Tyre,Historical,None,8.4,"Cooking Classes, Traditional Dishes"
Attraction 1871,Byblos,Culinary,Islam,7.6,"Snow Activities, Relaxing"
Attraction 1872,Tyre,Culinary,None,8.9,"Religious Sites, Cooking Classes, Panoramic Views, Markets"
Attraction 1873,Beirut,Historical,Islam,5.8,"Cultural Experience, Street Food, Snow Activities, Local Cuisine"
Attraction 1874,Bsharri,Culinary,None,7.0,"Cultural Experience, Workshops, Religious Sites, Scenic Views"
Attraction 1875,Byblos,Culinary,Islam,7.5,"Local Cuisine, Snow Activities, Historical Production, Cultural Experience"
Attraction 1876,Byblos,Culinary,Islam,5.6,"Street Food, Hiking, Traditional Dishes, Markets"
Attraction 1877,North Leban,Nature,Christianity,7.1,"Vegan Options, Religious Sites, Street Food"
Attraction 1878,Tripoli,Culinary,None,6.6,"Religious Sites, Snow Activities"
Attraction 1879,Byblos,Nature,Christianity,5.2,"Roman Architecture, Scenic Views, Cultural Experience, Workshops"
Attraction 1880,North Leban,Historical,Christianity,5.7,"Relaxing, Beaches, Markets, Workshops"
Attraction 1881,North Leban,Culinary,None,8.8,"Workshops, Street Food"
Attraction 1882,Beirut,Culinary,Christianity,5.1,"Roman Architecture, Cooking Classes, Local Cuisine, Markets"
Attraction 1883,Baalbek,Culinary,None,9.7,"Local Cuisine, Hiking, Snow Activities"
Attraction 1884,Tyre,Historical,Christianity,5.4,"Hiking, Cooking Classes"
Attraction 1885,Bsharri,Nature,None,9.0,"Traditional Dishes, Relaxing, Markets"
Attraction 1886,Tyre,Nature,None,9.5,"Beaches, Historical Production"
Attraction 1887,Byblos,Culinary,None,9.7,"Relaxing, Vegan Options, Religious Sites, Beaches"
Attraction 1888,Bsharri,Historical,Islam,9.3,"Traditional Dishes, Ancient Ruins, Snow Activities"
Attraction 1889,Sidon,Historical,Christianity,6.4,"Scenic Views, Relaxing, Historical Production, Cooking Classes"
Attraction 1890,Baalbek,Historical,Islam,6.7,"Vegan Options, Ancient Ruins, Traditional Dishes"
Attraction 1891,Sidon,Historical,Christianity,7.1,"Panoramic Views, Ancient Ruins"
Attraction 1892,Sidon,Historical,Christianity,5.7,"Cultural Experience, Cooking Classes, Scenic Views, Local Cuisine"
Attraction 1893,Tripoli,Nature,Christianity,5.1,"Historical Production, Relaxing, Religious Sites"
Attraction 1894,Tyre,Nature,Islam,9.3,"Relaxing, Local Cuisine"
Attraction 1895,Beirut,Nature,Christianity,7.8,"Cultural Experience, Historical Production, Street Food, Beaches"
Attraction 1896,Sidon,Culinary,Islam,8.0,"Vegan Options, Ancient Ruins, Cultural Experience, Snow Activities"
Attraction 1897,Byblos,Historical,None,9.6,"Beaches, Snow Activities, Panoramic Views, Cultural Experience"
Attraction 1898,Baalbek,Culinary,Christianity,8.3,"Historical Production, Snow Activities"
Attraction 1899,Mount Leban,Historical,Christianity,8.5,"Panoramic Views, Religious Sites, Vegan Options, Traditional Dishes"
Attraction 1900,Sidon,Nature,None,8.9,"Snow Activities, Hiking, Religious Sites, Workshops"
Attraction 1901,Baalbek,Culinary,None,5.6,"Local Cuisine, Scenic Views, Relaxing"
Attraction 1902,Bsharri,Nature,Christianity,6.8,"Roman Architecture, Scenic Views, Traditional Dishes, Vegan Options"
Attraction 1903,Tyre,Historical,None,9.8,"Cooking Classes, Panoramic Views"
Attraction 1904,North Leban,Historical,Islam,9.6,"Religious Sites, Cultural Experience, Hiking"
Attraction 1905,Tripoli,Historical,Islam,9.4,"Vegan Options, Roman Architecture, Scenic Views"
Attraction 1906,Baalbek,Nature,Christianity,7.3,"Scenic Views, Street Food"
Attraction 1907,Byblos,Historical,Islam,9.3,"Historical Production, Markets"
Attraction 1908,Byblos,Nature,Islam,5.2,"Cultural Experience, Snow Activities"
Attraction 1909,Baalbek,Culinary,Christianity,5.7,"Roman Architecture, Traditional Dishes, Hiking"
Attraction 1910,Byblos,Historical,None,7.1,"Traditional Dishes, Historical Production, Scenic Views"
Attraction 1911,Tyre,Historical,Christianity,7.4,"Traditional Dishes, Vegan Options"
Attraction 1912,Byblos,Historical,Islam,6.3,"Traditional Dishes, Cooking Classes"
Attraction 1913,North Leban,Culinary,Christianity,6.8,"Cultural Experience, Scenic Views"
Attraction 1914,Byblos,Historical,Christianity,5.8,"Scenic Views, Local Cuisine, Panoramic Views, Traditional Dishes"
Attraction 1915,North Leban,Nature,Islam,7.4,"Historical Production, Vegan Options, Ancient Ruins, Hiking"
Attraction 1916,Sidon,Nature,Islam,9.0,"Historical Production, Beaches"
Attraction 1917,Beirut,Historical,Christianity,8.3,"Scenic Views, Roman Architecture, Ancient Ruins, Workshops"
Attraction 1918,Tyre,Historical,Islam,5.5,"Traditional Dishes, Vegan Options"
Attraction 1919,Beirut,Culinary,Islam,7.4,"Historical Production, Ancient Ruins"
Attraction 1920,Sidon,Culinary,Islam,8.5,"Relaxing, Scenic Views, Cooking Classes, Snow Activities"
Attraction 1921,Tyre,Culinary,Islam,7.6,"Vegan Options, Roman Architecture, Markets, Snow Activities"
Attraction 1922,Baalbek,Historical,Islam,7.0,"Street Food, Markets, Beaches"
Attraction 1923,Baalbek,Culinary,Islam,8.1,"Panoramic Views, Street Food, Religious Sites"
Attraction 1924,North Leban,Culinary,None,9.8,"Workshops, Cooking Classes, Vegan Options, Relaxing"
Attraction 1925,Sidon,Nature,Christianity,5.5,"Cooking Classes, Local Cuisine"
Attraction 1926,North Leban,Culinary,Islam,7.0,"Workshops, Panoramic Views, Cooking Classes, Markets"
Attraction 1927,Tripoli,Nature,Christianity,7.0,"Street Food, Ancient Ruins"
Attraction 1928,Byblos,Nature,None,7.9,"Workshops, Ancient Ruins, Beaches"
Attraction 1929,Mount Leban,Culinary,Islam,5.8,"Roman Architecture, Workshops, Scenic Views"
Attraction 1930,Tripoli,Nature,Christianity,5.9,"Cooking Classes, Panoramic Views"
Attraction 1931,Byblos,Historical,Islam,6.4,"Beaches, Relaxing, Cooking Classes"
Attraction 1932,Tyre,Historical,Islam,9.8,"Cultural Experience, Traditional Dishes"
Attraction 1933,North Leban,Culinary,Islam,8.7,"Religious Sites, Vegan Options, Hiking, Cultural Experience"
Attraction 1934,Tyre,Historical,Islam,8.3,"Vegan Options, Relaxing, Religious Sites, Beaches"
Attraction 1935,Tyre,Nature,Islam,9.1,"Traditional Dishes, Workshops, Street Food"
Attraction 1936,Byblos,Historical,Islam,5.6,"Workshops, Religious Sites, Street Food"
Attraction 1937,Sidon,Culinary,Islam,9.3,"Vegan Options, Street Food, Snow Activities"
Attraction 1938,Byblos,Culinary,None,8.0,"Hiking, Street Food, Panoramic Views, Roman Architecture"
Attraction 1939,Bsharri,Nature,None,6.7,"Panoramic Views, Street Food, Scenic Views"
Attraction 1940,Baalbek,Culinary,Islam,9.1,"Beaches, Scenic Views, Markets, Historical Production"
Attraction 1941,Baalbek,Historical,Islam,9.0,"Snow Activities, Ancient Ruins, Roman Architecture, Relaxing"
Attraction 1942,Tripoli,Culinary,None,9.2,"Vegan Options, Snow Activities, Cooking Classes"
Attraction 1943,Baalbek,Nature,None,5.6,"Scenic Views, Snow Activities, Local Cuisine"
Attraction 1944,Byblos,Culinary,None,9.8,"Panoramic Views, Hiking"
Attraction 1945,North Leban,Historical,Islam,9.8,"Street Food, Vegan Options, Ancient Ruins, Cooking Classes"
Attraction 1946,Byblos,Nature,Christianity,6.8,"Workshops, Roman Architecture, Panoramic Views, Ancient Ruins"
Attraction 1947,Byblos,Historical,Christianity,5.3,"Local Cuisine, Snow Activities, Relaxing"
Attraction 1948,Mount Leban,Nature,Christianity,5.8,"Historical Production, Traditional Dishes, Workshops, Scenic Views"
Attraction 1949,North Leban,Culinary,Christianity,10.0,"Hiking, Ancient Ruins, Local Cuisine"
Attraction 1950,Bsharri,Nature,Islam,7.8,"Traditional Dishes, Relaxing, Roman Architecture"
Attraction 1951,Baalbek,Nature,Christianity,6.8,"Street Food, Cultural Experience, Workshops, Scenic Views"
Attraction 1952,North Leban,Culinary,None,6.4,"Hiking, Traditional Dishes, Street Food, Relaxing"
Attraction 1953,Baalbek,Historical,None,6.3,"Roman Architecture, Panoramic Views"
Attraction 1954,Tripoli,Culinary,Christianity,8.3,"Traditional Dishes, Markets, Roman Architecture"
Attraction 1955,North Leban,Nature,None,7.1,"Local Cuisine, Ancient Ruins, Snow Activities"
Attraction 1956,Baalbek,Culinary,Islam,9.8,"Vegan Options, Cooking Classes, Roman Architecture, Panoramic Views"
Attraction 1957,Bsharri,Nature,Christianity,8.4,"Workshops, Cooking Classes, Beaches"
Attraction 1958,Beirut,Culinary,Christianity,9.0,"Street Food, Ancient Ruins, Cooking Classes"
Attraction 1959,Tyre,Culinary,Islam,6.5,"Roman Architecture, Panoramic Views, Beaches"
Attraction 1960,Tyre,Historical,None,5.4,"Traditional Dishes, Ancient Ruins, Beaches"
Attraction 1961,Bsharri,Nature,Islam,7.4,"Roman Architecture, Scenic Views, Beaches"
Attraction 1962,Mount Leban,Historical,Islam,6.6,"Vegan Options, Ancient Ruins, Religious Sites"
Attraction 1963,Beirut,Nature,None,6.0,"Traditional Dishes, Roman Architecture"
Attraction 1964,Tripoli,Culinary,Islam,9.8,"Cooking Classes, Scenic Views"
Attraction 1965,Bsharri,Nature,None,7.2,"Religious Sites, Cooking Classes, Vegan Options"
Attraction 1966,Tyre,Historical,None,5.9,"Beaches, Markets"
Attraction 1967,Tyre,Historical,Islam,6.0,"Roman Architecture, Panoramic Views"
Attraction 1968,Tyre,Historical,None,6.4,"Hiking, Markets, Relaxing"
Attraction 1969,Sidon,Nature,Islam,10.0,"Relaxing, Vegan Options, Cooking Classes, Roman Architecture"
Attraction 1970,Bsharri,Historical,None,6.3,"Traditional Dishes, Local Cuisine, Roman Architecture, Vegan Options"
